task,task_global_rank,model_name,model_kind,config_id,task_val_metric,task_test_metric,global_aggregate_rank,aggregate_rank_within_model,global_rank_delay_recall,global_rank_narma10,global_rank_mg,n_total_params,n_trainable_params,selected_fit_s_mean,selected_test_s_mean,selected_total_s_mean,tuning_total_s_sum,n_seeds,spectral_radius,input_scaling,leak_rate,delay_recall_memory_corr_total_mean,delay_recall_test_memory_corr_total_mean,delay_recall_memory_eff_total_mean,delay_recall_test_memory_eff_total_mean,narma10_val_nmse_mean,narma10_test_nmse_mean,mg_val_nmse_mean,mg_test_nmse_mean,diagnostic_total_s_mean,selected_fit_s_std,selected_test_s_std,selected_total_s_std,diagnostic_total_s_sum,rank_delay_recall_within_model,rank_narma10_within_model,rank_mg_within_model,delay_recall_n_total_params,delay_recall_n_trainable_params,narma10_n_total_params,narma10_n_trainable_params,mg_n_total_params,mg_n_trainable_params,hidden_size,learning_rate,weight_decay,bptt_length,batch_size,num_layers,max_epochs,patience,grad_clip,training_mode,window_stride,window_washout,normalize_inputs,normalize_targets,max_train_seconds_per_run,n_lags,feature_mode,ridge_param,dropout
delay_recall,24,random_sparse_baseline,esn,4d2160951482,21.006570386218986,21.15131790681644,21.0,3.0,24,10,29,20200.0,10000.0,1.1668242857111701,0.04625831428191825,1.2130825999930883,52.520950600053766,7,1.0,0.2,0.9,21.285211648228707,21.316208108390295,21.006570386218986,21.15131790681644,0.10431037277480791,0.11210449361094285,0.08151593822022375,0.07649563069450863,0.4044227285717386,0.055977437656091505,0.0007718162357509808,0.055982758299706704,54.46438949998992,3,2,4,20200.0,10000.0,10300.0,100.0,10300.0,100.0,,,,,,,,,,,,,,,,,,,
delay_recall,25,lstm,torch_lstm,d59c1b882400,20.894235077481635,,18.0,3.6666666666666665,25,24,5,23652.0,23652.0,179.1683264142817,,179.18475881428458,4682.378703599985,7,,,,20.98768929020847,,20.894235077481635,,0.17215514410999874,,0.002218534460903036,,59.72825293809486,12.791054640923658,,12.792550243357564,6869.36173249998,3,3,5,23652.0,23652.0,17217.0,17217.0,17217.0,17217.0,64,0.001,0.0,200,32,1,800,50,1.0,windowed,50,auto,True,True,,,,,0.0
delay_recall,26,multiscale_three_random,esn,4d2160951482,16.88657585136102,16.86400362378262,21.666666666666668,2.3333333333333335,26,6,33,20200.0,10000.0,1.1465126857105394,0.052041800004579794,1.1985544857151191,51.414534299816296,7,1.0,0.2,0.9,17.112911954359816,17.062101690245772,16.88657585136102,16.86400362378262,0.0956872416021031,0.10034427988230311,0.10857852908212495,0.10374279620630389,0.39958150952346233,0.04308613107087651,0.008016592232965261,0.0438255683555432,53.468558599983226,2,1,4,20200.0,10000.0,10300.0,100.0,10300.0,100.0,,,,,,,,,,,,,,,,,,,
delay_recall,27,multiscale_three_random,esn,259248d07a08,16.443592646513128,16.41184985631402,22.666666666666668,3.3333333333333335,27,7,34,20200.0,10000.0,1.170793357133724,0.04762417142878154,1.2184175285625056,51.414534299816296,7,0.95,0.2,0.9,16.630248742481914,16.57901224737878,16.443592646513128,16.41184985631402,0.0981875920841064,0.10112023399325852,0.12065813583772467,0.11502179549194237,0.40620381904799224,0.048365765417612075,0.0011928176114458639,0.04838047207588673,53.468558599983226,3,2,5,20200.0,10000.0,10300.0,100.0,10300.0,100.0,,,,,,,,,,,,,,,,,,,
delay_recall,28,random_sparse_baseline,esn,4e018c35c4e2,16.388063582015356,16.38254984434515,21.666666666666668,3.3333333333333335,28,11,26,20200.0,10000.0,1.2712098999982118,0.046069999994610304,1.3172798999928221,52.520950600053766,7,1.0,0.4,0.9,16.622569468243885,16.557428493842263,16.388063582015356,16.38254984434515,0.11014100312511667,0.11547648388967137,0.06500131472712319,0.060055657497466296,0.4391506047620732,0.07404891362368651,0.0005105712134755976,0.07405067381065628,54.46438949998992,4,3,3,20200.0,10000.0,10300.0,100.0,10300.0,100.0,,,,,,,,,,,,,,,,,,,
delay_recall,29,multiscale_three_random,esn,4e018c35c4e2,13.726641838203719,13.757000504190431,23.0,3.3333333333333335,29,9,31,20200.0,10000.0,1.1997859571461698,0.04736458570966663,1.2471505428558365,51.414534299816296,7,1.0,0.4,0.9,13.91192019597477,13.907292733483716,13.726641838203719,13.757000504190431,0.10217313751164861,0.1039892101304526,0.08936568899357018,0.08566477534600513,0.41578070952354684,0.046441803523881046,0.0011014090118845103,0.046454862139094014,53.468558599983226,4,3,3,20200.0,10000.0,10300.0,100.0,10300.0,100.0,,,,,,,,,,,,,,,,,,,
delay_recall,30,lstm,torch_lstm,fc91c7c7fdb4,12.990040413626113,,20.333333333333332,4.666666666666667,30,25,6,79972.0,79972.0,153.74098431428763,,153.88746425714842,4682.378703599985,7,,,,13.85194857495546,,12.990040413626113,,0.17507346928097042,,0.0034422211432432277,,51.295821419049474,26.613666353329833,,26.64009983603976,6869.36173249998,4,4,6,79972.0,79972.0,67201.0,67201.0,67201.0,67201.0,128,0.001,0.0,200,32,1,800,50,1.0,windowed,50,auto,True,True,,,,,0.0
delay_recall,31,lstm,torch_lstm,c7d9c0de5940,9.828234734853854,,19.0,3.3333333333333335,31,22,4,79972.0,79972.0,90.4970105285694,0.086191814286784,90.65548482856579,4682.378703599985,7,,,,10.448725411516376,,9.828234734853854,,0.17045031666915594,0.19003609146211403,0.002028243956859982,,30.242746076188354,11.27623938172078,0.012683367249133116,11.275729235320895,6869.36173249998,5,1,4,79972.0,79972.0,67201.0,67201.0,67201.0,67201.0,128,0.003,0.0,200,32,1,800,50,1.0,windowed,50,auto,True,True,,,,,0.0
delay_recall,32,lstm,torch_lstm,2fd4392c51ef,9.763174771784142,,20.666666666666668,4.333333333333333,32,29,1,79972.0,79972.0,67.76764908571411,0.04284667142824868,67.8737678000034,4682.378703599985,7,,,,10.288709589570255,,9.763174771784142,,0.18108809534418574,,0.0011415727273782494,0.001083777362862267,22.63567957143061,15.286900869631486,0.034359585188322064,15.28817682936347,6869.36173249998,6,6,1,79972.0,79972.0,67201.0,67201.0,67201.0,67201.0,128,0.01,0.0,200,32,1,800,50,1.0,windowed,50,auto,True,True,,,,,0.0
delay_recall,33,tapped_delay_ridge,tapped_delay_ridge,85b8bdf21c0a,10.008784225073867,,40.333333333333336,5.0,33,41,47,2200.0,2200.0,0.076391942857299,,0.11415115714355904,10.611348500096938,7,,,,10.125568575402017,,10.008784225073867,,0.35437726886014465,,0.3593929670839774,,0.03805038571451968,0.005785028886248465,,0.006430893624166698,14.804310400068061,5,5,5,2200.0,2200.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,10,quadratic,1e-06,
delay_recall,34,cycle_scr,esn,5d1a27f2c344,9.760446282675895,9.803929501968824,27.0,3.6666666666666665,34,35,12,20200.0,10000.0,1.0498434000026984,0.04671164285744972,1.0965550428601483,46.21971390008548,7,1.0,1.0,0.3,10.115084648538025,10.147632700136674,9.760446282675895,9.803929501968824,0.28308350906144053,0.28815971477366614,0.014317544701083814,0.012023149965699639,0.3655818666676558,0.07334467527523467,0.0005518233532258635,0.07334675112261471,48.231842100016365,5,4,2,20200.0,10000.0,10300.0,100.0,10300.0,100.0,,,,,,,,,,,,,,,,,,,
delay_recall,35,tapped_delay_ridge,tapped_delay_ridge,e5146fb1df11,10.012118376274131,,41.666666666666664,6.0,35,42,48,1100.0,1100.0,0.05048351428870644,,0.08839914286051812,10.611348500096938,7,,,,10.09945691376663,,10.012118376274131,,0.35803647761290774,,0.39978671015381984,,0.02946638095350604,0.0022335586706320235,,0.003420532749088066,14.804310400068061,6,6,6,1100.0,1100.0,11.0,11.0,11.0,11.0,,,,,,,,,,,,,,,,10,raw,1e-06,
delay_recall,36,random_sparse_baseline,esn,156770123aaf,8.403135885891192,8.485971724178047,28.333333333333332,4.0,36,39,10,20200.0,10000.0,1.2894068999989292,0.04578814286235554,1.3351950428612847,52.520950600053766,7,1.2,1.0,0.3,8.702124987595687,8.76677495088689,8.403135885891192,8.485971724178047,0.2897335057941485,0.2949993242109921,0.012813075995792662,0.011238575031561851,0.44511989999938084,0.08059011197315642,0.0005437425682420345,0.080591946271488,54.46438949998992,5,5,2,20200.0,10000.0,10300.0,100.0,10300.0,100.0,,,,,,,,,,,,,,,,,,,
delay_recall,37,random_sparse_baseline,esn,b07b757cf213,7.351693177048661,7.517736230241269,29.333333333333332,4.333333333333333,37,43,8,20200.0,10000.0,1.3640831714281894,0.0466733142893645,1.410756485717554,52.520950600053766,7,1.4,1.5,0.3,7.628552154502133,7.709242051641209,7.351693177048661,7.517736230241269,0.3653084679748152,0.32701569990697094,0.011941754529989638,0.010960156964838976,0.47031260476207876,0.0849652213597806,0.0012065870879150887,0.08497378827095589,54.46438949998992,6,6,1,20200.0,10000.0,10300.0,100.0,10300.0,100.0,,,,,,,,,,,,,,,,,,,
delay_recall,38,multiscale_three_random,esn,156770123aaf,7.238037141146208,7.2425520213893035,30.333333333333332,4.0,38,36,17,20200.0,10000.0,1.2779605714219673,0.04898872857510079,1.326949299997068,51.414534299816296,7,1.2,1.0,0.3,7.531781320143614,7.444908589164283,7.238037141146208,7.2425520213893035,0.2857175291498019,0.28991999640408755,0.01831501979884766,0.016965869943038253,0.4423745714271458,0.053384762732744014,0.004995530257563065,0.053617984059321014,53.468558599983226,5,5,2,20200.0,10000.0,10300.0,100.0,10300.0,100.0,,,,,,,,,,,,,,,,,,,
delay_recall,39,multiscale_three_random,esn,059a4ddb8c9d,6.69588141331517,6.71205003441576,31.666666666666668,4.333333333333333,39,40,16,20200.0,10000.0,1.2856335428514285,0.04901941428813318,1.3346529571395616,51.414534299816296,7,1.4,1.0,0.3,7.000933874498346,6.972505312470295,6.69588141331517,6.71205003441576,0.2899852970125139,0.29771381530466595,0.016611340787335865,0.015177241276779654,0.4449501190479384,0.07134525036661904,0.00510947698957881,0.07152797707878078,53.468558599983226,6,6,1,20200.0,10000.0,10300.0,100.0,10300.0,100.0,,,,,,,,,,,,,,,,,,,
delay_recall,40,cycle_jump_j7,esn,156770123aaf,6.668810273146632,6.448251243861423,32.666666666666664,4.0,40,45,13,20200.0,10000.0,1.3256227142867698,0.04611015714285063,1.3717328714296206,53.3815588999787,7,1.2,1.0,0.3,6.867369127573077,6.742904512458354,6.668810273146632,6.448251243861423,0.4000542762178241,0.36368219258738027,0.015527310305311915,0.013499136673121344,0.45729968095249546,0.08486810652241808,0.00043693652227534734,0.0848692312809831,55.374310200037144,5,5,2,20200.0,10000.0,10300.0,100.0,10300.0,100.0,,,,,,,,,,,,,,,,,,,
delay_recall,41,cycle_scr,esn,b07b757cf213,4.746655454624535,4.7891997350202615,33.333333333333336,4.333333333333333,41,48,11,20200.0,10000.0,1.1227104857129493,0.046606671419535166,1.1693171571324845,46.21971390008548,7,1.4,1.5,0.3,5.312821455403588,5.33316977953754,4.746655454624535,4.7891997350202615,0.9027771232788416,0.9065451355269217,0.013364150909812716,0.012813628377884079,0.3898364142857775,0.060433203961419955,0.0004662255398668848,0.06043500233553903,48.231842100016365,6,6,1,20200.0,10000.0,10300.0,100.0,10300.0,100.0,,,,,,,,,,,,,,,,,,,
delay_recall,42,cycle_jump_j7,esn,b07b757cf213,3.8202968122727343,4.564859787237774,32.333333333333336,4.333333333333333,42,46,9,20200.0,10000.0,1.3599291714261716,0.04721258571537744,1.4071417571415494,53.3815588999787,7,1.4,1.5,0.3,4.241951656656731,4.743807278875729,3.8202968122727343,4.564859787237774,0.42701517318987464,0.4274711090125468,0.012362046316868037,0.01131682539389009,0.46910444761929937,0.09847539091702992,0.0018024702697455655,0.09849188553040893,55.374310200037144,6,6,1,20200.0,10000.0,10300.0,100.0,10300.0,100.0,,,,,,,,,,,,,,,,,,,
delay_recall,43,nonnormal_chain_g0_3,esn,9e51842d34ab,2.7711284081331846,2.949034562394645,32.0,2.0,43,32,21,20200.0,10000.0,1.1787982428712505,0.046585942853458365,1.225384185724709,49.86669650019758,7,0.95,0.2,1.0,3.5980148048609166,3.804890559930923,2.7711284081331846,2.949034562394645,0.26198654495850204,0.2656527355465411,0.02849847794294046,0.026395152131120814,0.40852623333298,0.0589279007083161,0.00044860311105195095,0.058929608234234904,51.89364260000002,1,1,4,20200.0,10000.0,10300.0,100.0,10300.0,100.0,,,,,,,,,,,,,,,,,,,
delay_recall,44,nonnormal_chain_g0_3,esn,4e018c35c4e2,2.2339846073665908,2.4656204350548987,29.333333333333332,2.3333333333333335,44,37,7,20200.0,10000.0,1.2255304857161329,0.04688510000102854,1.2724155857171613,49.86669650019758,7,1.0,0.4,0.9,3.080362234173364,3.4728276865817733,2.2339846073665908,2.4656204350548987,0.28647510806376253,0.2929744325282764,0.011381919377828759,0.009827560469904085,0.42420104285771404,0.06071259031020875,0.0004236720786779801,0.06071406855256453,51.89364260000002,2,4,1,20200.0,10000.0,10300.0,100.0,10300.0,100.0,,,,,,,,,,,,,,,,,,,
delay_recall,45,nonnormal_chain_g0_3,esn,259248d07a08,2.1047280290968,2.3037692838770525,32.333333333333336,2.6666666666666665,45,33,19,20200.0,10000.0,1.1657244428643025,0.04849150000102652,1.214215942865329,49.86669650019758,7,0.95,0.2,0.9,3.006770818614214,3.124972114635245,2.1047280290968,2.3037692838770525,0.2751203071492913,0.27792532092990774,0.02138566265179228,0.022744387608516495,0.40480430476149887,0.04320728774124365,0.004148932591814327,0.04340602902369719,51.89364260000002,3,2,3,20200.0,10000.0,10300.0,100.0,10300.0,100.0,,,,,,,,,,,,,,,,,,,
delay_recall,46,nonnormal_chain_g0_3,esn,4d2160951482,1.3005425487028452,1.1228455566136226,35.333333333333336,4.666666666666667,46,38,22,20200.0,10000.0,1.123146642858046,0.05009688571278405,1.17324352857083,49.86669650019758,7,1.0,0.2,0.9,2.0560427476770404,1.9962335995120501,1.3005425487028452,1.1228455566136226,0.28736892344117687,0.2898389303428112,0.030137500689638667,0.03226941844977809,0.39114597619031666,0.035814991340488676,0.0066620013591647915,0.03642932701586447,51.89364260000002,4,5,5,20200.0,10000.0,10300.0,100.0,10300.0,100.0,,,,,,,,,,,,,,,,,,,
delay_recall,47,nonnormal_chain_g0_3,esn,0e41bf66b8bb,1.262311477538012,1.3766275673354544,37.0,4.666666666666667,47,34,30,20200.0,10000.0,1.2182953285737312,0.04931089999653133,1.2676062285702625,49.86669650019758,7,0.95,0.1,0.9,1.937791169169892,2.430725245573826,1.262311477538012,1.3766275673354544,0.2799212169633843,0.28213166054853395,0.08883393558888054,0.0866197839426559,0.42259860952479006,0.07195234543198033,0.006145613711625133,0.07221432393269037,51.89364260000002,5,3,6,20200.0,10000.0,10300.0,100.0,10300.0,100.0,,,,,,,,,,,,,,,,,,,
delay_recall,48,nonnormal_chain_g0_3,esn,4df7ca5b3a5c,1.0058172933300094,1.1559509726957882,35.666666666666664,4.666666666666667,48,44,15,20200.0,10000.0,1.2123186428590478,0.047029157144217085,1.259347800003265,49.86669650019758,7,1.0,0.4,0.5,1.5854294693107291,1.7740644271746784,1.0058172933300094,1.1559509726957882,0.3815569395587137,0.42000666926499514,0.016329657018653684,0.012536775984238255,0.4198496714279394,0.05841354217214088,0.00048799210064330134,0.05841558050200966,51.89364260000002,6,6,2,20200.0,10000.0,10300.0,100.0,10300.0,100.0,,,,,,,,,,,,,,,,,,,
